DB군,식품명,식품상세분류,1회제공량,내용량_단위,에너지(kcal),단백질(g),지방(g),탄수화물(g),나트륨(mg)
농축산물,메밀묵,곡류 및 그 제품,100,g,58,0.86,0.23,12.8,120
농축산물,멥쌀,곡류 및 그 제품,100,g,343,6.5,2,75.8,1
농축산물,친분도미,곡류 및 그 제품,100,g,348,6.3,1.5,76.6,1
농축산물,현미 죽,곡류 및 그 제품,100,g,64,1.2,0.4,15.2,1
농축산물,현미 미음,곡류 및 그 제품,100,g,19,0.4,0.1,4.4,0
농축산물,멥쌀밥,곡류 및 그 제품,100,g,373,5.2,0.1,83.7,29
농축산물,누룽지,곡류 및 그 제품,100,g,393,6.8,0.2,86.8,6
농축산물,잡곡밥,곡류 및 그 제품,100,g,150,2.83,0.38,33.76,159
농축산물,멥쌀 과자,곡류 및 그 제품,100,g,469,3.2,15.9,78.2,224
농축산물,멥쌀 국수,곡류 및 그 제품,100,g,340,9.1,1.5,72.6,"1,964"
농축산물,멥쌀떡,곡류 및 그 제품,100,g,213,3.71,0.37,48.8,261
농축산물,미숫가루,곡류 및 그 제품,100,g,398,14.52,5.48,76.17,6
농축산물,밀,곡류 및 그 제품,100,g,333,10.6,1,75.8,17
농축산물,강력밀가루,곡류 및 그 제품,100,g,334,13.59,1.11,72.89,1
농축산물,도넛가루,곡류 및 그 제품,100,g,404,8.5,6.8,73.9,778
농축산물,박력밀가루,곡류 및 그 제품,100,g,374,9.15,0.94,77.73,1
농축산물,부침가루,곡류 및 그 제품,100,g,368,9.8,0.98,75.52,786
농축산물,빵가루,곡류 및 그 제품,100,g,392,11.95,2.05,77.04,306
농축산물,중력밀가루,곡류 및 그 제품,100,g,375,10.34,1.01,76.64,1
농축산물,통밀가루,곡류 및 그 제품,100,g,365,11.9,1.6,71.5,5
농축산물,튀김가루,곡류 및 그 제품,100,g,367,7.22,0.8,78.41,876
농축산물,팬케이크가루,곡류 및 그 제품,100,g,394,7.9,4.9,75.9,735
농축산물,건빵,곡류 및 그 제품,100,g,419,9.92,8.67,75.37,457
농축산물,대추꿀약과,곡류 및 그 제품,100,g,428,4.5,16.3,65.7,18
농축산물,만주,곡류 및 그 제품,100,g,330,6.35,2.39,70.86,158
농축산물,모나카,곡류 및 그 제품,100,g,346,3.35,0.29,82.62,64
농축산물,바닐라 웨하스,곡류 및 그 제품,100,g,521,4.1,26.9,65.6,131
농축산물,비스킷,곡류 및 그 제품,100,g,489,5.7,24.93,60.34,227
농축산물,뻥튀기,곡류 및 그 제품,100,g,383,11.06,1.07,82.29,112
농축산물,사과파이,곡류 및 그 제품,100,g,471,5.5,21,64.98,207
농축산물,약과,곡류 및 그 제품,100,g,422,3.8,13.3,71.7,34
농축산물,초코볼,곡류 및 그 제품,100,g,501,4.3,22.5,70.2,54
농축산물,초코파이,곡류 및 그 제품,100,g,428,4.29,15.57,67.59,224
농축산물,땅콩버터,곡류 및 그 제품,100,g,493,8.36,20.87,67.97,346
농축산물,초코칩 쿠키,곡류 및 그 제품,100,g,494,5.92,20.55,71.38,312
농축산물,통밀 쿠키,곡류 및 그 제품,100,g,471,6.48,17.17,72.73,652
농축산물,크랙커,곡류 및 그 제품,100,g,513,7,27.8,58.8,634
농축산물,땅콩샌드,곡류 및 그 제품,100,g,524,7.66,26.24,64.23,195
농축산물,치즈샌드,곡류 및 그 제품,100,g,497,6.08,22.23,68.24,539
농축산물,국수,곡류 및 그 제품,100,g,291,7.25,0.87,60.09,395
농축산물,라면,곡류 및 그 제품,100,g,445,8.23,14.28,69.05,327
농축산물,마카로니,곡류 및 그 제품,100,g,380,12.2,0.4,77.1,2
농축산물,스파게티면,곡류 및 그 제품,100,g,365,11.78,1.28,76.64,2
농축산물,우동면,곡류 및 그 제품,100,g,164,3.33,1.25,33.09,142
농축산물,중국국수면,곡류 및 그 제품,100,g,249,8.6,1.2,55.7,410
농축산물,쫄면,곡류 및 그 제품,100,g,348,9.16,1.08,71.29,"1,697"
농축산물,칼국수면,곡류 및 그 제품,100,g,303,7.25,0.87,63.02,327
농축산물,건포도빵,곡류 및 그 제품,100,g,263,8.2,3.5,51.1,400
농축산물,곰보빵,곡류 및 그 제품,100,g,415,9.5,14.54,61.44,307
농축산물,꽈배기,곡류 및 그 제품,100,g,404,7.9,20.4,47.2,431
농축산물,난,곡류 및 그 제품,100,g,257,10.3,3.4,47.6,530
농축산물,도넛,곡류 및 그 제품,100,g,426,7.3,26,40.6,360
농축산물,롤빵,곡류 및 그 제품,100,g,309,10.1,9,48.6,490
농축산물,마늘빵,곡류 및 그 제품,100,g,424,9.8,17.2,57.5,558
농축산물,머핀,곡류 및 그 제품,100,g,235,7.7,1.8,46,464
농축산물,모닝빵,곡류 및 그 제품,100,g,316,9.06,4.91,58.99,260
농축산물,모카빵,곡류 및 그 제품,100,g,354,8.31,7.53,63.29,316
농축산물,바게트,곡류 및 그 제품,100,g,289,9.4,1.3,57.5,620
농축산물,베이글,곡류 및 그 제품,100,g,270,9.6,2,54.6,460
농축산물,붕어빵,곡류 및 그 제품,100,g,254,4.81,6.44,44.12,276
농축산물,소시지빵,곡류 및 그 제품,100,g,323,10.59,16.52,33,571
농축산물,식빵,곡류 및 그 제품,100,g,279,9.01,4.91,49.68,516
농축산물,옥수수빵,곡류 및 그 제품,100,g,321,7.4,10.2,49.1,795
농축산물,와플,곡류 및 그 제품,100,g,291,7.9,14.1,32.9,511
농축산물,잼빵,곡류 및 그 제품,100,g,285,5.3,3.9,58.1,120
농축산물,찐빵,곡류 및 그 제품,100,g,239,5.4,0.9,52.4,280
농축산물,카스텔라,곡류 및 그 제품,100,g,299,6.91,3.72,59.46,81
농축산물,크루아상,곡류 및 그 제품,100,g,438,7.9,26.8,43.9,470
농축산물,크로켓,곡류 및 그 제품,100,g,307,6,18.2,29.7,346
농축산물,크림빵,곡류 및 그 제품,100,g,275,6,7.7,45.5,160
농축산물,팥빵,곡류 및 그 제품,100,g,253,7.57,3.17,48.51,180
농축산물,페이스트리,곡류 및 그 제품,100,g,457,8.6,26.3,46.5,423
농축산물,피칸파이,곡류 및 그 제품,100,g,407,4.5,16.69,59.61,275
농축산물,케이크,곡류 및 그 제품,100,g,324,2.9,9.1,61.6,101
농축산물,롤 케이크,곡류 및 그 제품,100,g,369,7.51,20.22,39.24,162
농축산물,배 케이크,곡류 및 그 제품,100,g,296,6.2,10.8,43.5,277
농축산물,생크림 블루베리,곡류 및 그 제품,100,g,280,3.03,18.88,24.39,67
농축산물,쇼튼드 케이크,곡류 및 그 제품,100,g,318,6.9,15.2,42.3,80
농축산물,스폰지 케이크,곡류 및 그 제품,100,g,352,6.6,15.2,47.2,172
농축산물,엔젤푸드 케이크,곡류 및 그 제품,100,g,258,5.9,0.8,57.8,749
농축산물,초콜릿 케이크,곡류 및 그 제품,100,g,417,5.23,22.09,49.31,146
농축산물,치즈 케이크,곡류 및 그 제품,100,g,331,5.87,21.32,28.82,240
농축산물,파운드 케이크,곡류 및 그 제품,100,g,408,5.66,20.71,49.65,207
농축산물,팬케이크,곡류 및 그 제품,100,g,227,6.4,9.7,28.3,439
농축산물,맥주보리,곡류 및 그 제품,100,g,352,10,1,78,18
농축산물,쌀보리,곡류 및 그 제품,100,g,341,8.66,1.66,75.04,5
농축산물,수수,곡류 및 그 제품,100,g,374,11.67,3.01,73.63,6
농축산물,수수떡,곡류 및 그 제품,100,g,218,8.2,1.4,43.1,238
농축산물,쌀,곡류 및 그 제품,100,g,390,6.65,1.68,86.99,625
농축산물,시리얼,곡류 및 그 제품,100,g,378,5.11,0.59,88.05,434
농축산물,메옥수수,곡류 및 그 제품,100,g,178,5.34,2.06,36.26,0
농축산물,찰옥수수,곡류 및 그 제품,100,g,141,4.79,1.4,28.96,0
농축산물,옥수수 가루,곡류 및 그 제품,100,g,364,7.32,0.97,83.3,2
농축산물,옥수수 과자,곡류 및 그 제품,100,g,409,7.16,3.25,87.9,51
농축산물,옥수수 샐러드,곡류 및 그 제품,100,g,104,3.2,0.2,22.4,330
농축산물,율무,곡류 및 그 제품,100,g,377,15.4,3.2,70.5,4
농축산물,율무 죽,곡류 및 그 제품,100,g,44,0.5,0.4,9.5,
농축산물,율무 국수,곡류 및 그 제품,100,g,368,13.2,1.2,74.6,"2,323"
농축산물,잡곡,곡류 및 그 제품,100,g,358,9.79,2.09,73.4,4
농축산물,조,곡류 및 그 제품,100,g,373,11.48,3.91,71.7,6
농축산물,메조,곡류 및 그 제품,100,g,374,11.13,3.96,72.3,11
농축산물,차조,곡류 및 그 제품,100,g,370,10.9,3.8,71.93,4
농축산물,백미,곡류 및 그 제품,100,g,363,6.64,0.99,78.17,1
농축산물,현미,곡류 및 그 제품,100,g,356,7.28,2.29,75.52,1
농축산물,찹쌀 과자,곡류 및 그 제품,100,g,417,2,11.8,75.6,28
농축산물,유과,곡류 및 그 제품,100,g,411,1.96,10.37,77.49,18
농축산물,전병,곡류 및 그 제품,100,g,446,7.8,10.7,79.6,144
농축산물,찹쌀 국수,곡류 및 그 제품,100,g,334,8.1,0.3,74.6,"1,975"
농축산물,찹쌀떡,곡류 및 그 제품,100,g,245,4.81,1.75,52.65,262
농축산물,경단 카스텔라,곡류 및 그 제품,100,g,237,4.1,1.8,51.1,185
농축산물,모듬찰떡,곡류 및 그 제품,100,g,223,5.7,1.2,47.4,237
농축산물,인절미,곡류 및 그 제품,100,g,204,4.2,0.9,44.8,269
농축산물,찰시루떡,곡류 및 그 제품,100,g,181,6.63,0.41,37.63,182
농축산물,찹쌀도넛,곡류 및 그 제품,100,g,296,5,5.3,57.1,347
농축산물,퀴노아,곡류 및 그 제품,100,g,363,9.56,3.26,72.62,0
농축산물,도정,곡류 및 그 제품,100,g,376,8.5,4.6,73.9,10
농축산물,통호밀,곡류 및 그 제품,100,g,334,15.9,1.5,70.7,2
농축산물,호밀 가루,곡류 및 그 제품,100,g,324,8.5,1.6,75.8,1
농축산물,호밀빵,곡류 및 그 제품,100,g,252,8.4,2.2,52.7,470
농축산물,감자,감자 및 전분류,100,g,70,1.93,0.03,16.07,1
농축산물,자색 감자,감자 및 전분류,100,g,82,2.8,,18.5,18
농축산물,감자 부침가루,감자 및 전분류,100,g,355,12.1,1.4,73.6,18
농축산물,감자칩,감자 및 전분류,100,g,536,4.95,30.33,60.92,342
농축산물,감자 튀김,감자 및 전분류,100,g,293,3.54,11.3,44.16,258
농축산물,해시브라운,감자 및 전분류,100,g,219,2.65,11.59,28.51,15
농축산물,으깬감자,감자 및 전분류,100,g,83,1.91,0.57,17.57,302
농축산물,감자 샐러드,감자 및 전분류,100,g,143,2.68,8.2,11.17,529
농축산물,고구마,감자 및 전분류,100,g,147,1.09,0.15,35.52,8
농축산물,당면,감자 및 전분류,100,g,358,0.08,0.07,88.75,8
농축산물,곤약,감자 및 전분류,100,g,194,3,0.1,85.3,18
농축산물,돼지감자,감자 및 전분류,100,g,35,2.18,0.09,14.92,2
농축산물,마,감자 및 전분류,100,g,63,1.84,0.12,14.05,4
농축산물,아피오스감자,감자 및 전분류,100,g,175,6.1,0.5,38.2,31
농축산물,야콘,감자 및 전분류,100,g,52,0.6,0.3,12.4,0
농축산물,전분 가루,감자 및 전분류,100,g,334,0.07,0.02,82.7,22
농축산물,천마,감자 및 전분류,100,g,77,0.9,0,18.5,8
농축산물,칡 뿌리,감자 및 전분류,100,g,137,2.48,0.1,32.05,0
농축산물,칡즙,감자 및 전분류,100,g,21,0.44,0,4.91,3
농축산물,토란,감자 및 전분류,100,g,71,2.08,0.14,15.77,2
농축산물,히카마,감자 및 전분류,100,g,44,0.68,0.06,10.36,1
농축산물,과당,당류,100,g,375,0,0,99.9,0
농축산물,껌,당류,100,g,268,0,0.4,94.8,7
농축산물,추잉 껌,당류,100,g,388,0,0,96.9,3
농축산물,풍선껌,당류,100,g,387,0,0,96.7,3
농축산물,꿀,당류,100,g,317,0.28,0.01,85.83,1
농축산물,당밀,당류,100,g,274,0.2,0,68.2,10
농축산물,로얄제리,당류,100,g,104,14.29,1.4,12.82,12
농축산물,물엿,당류,100,g,321,0.02,0,83.03,0
농축산물,드롭스,당류,100,g,379,0.31,0.55,97.57,44
농축산물,사탕,당류,100,g,354,0.23,7.14,91.2,271
농축산물,마쉬멜로,당류,100,g,324,2.1,0,79.3,7
농축산물,박하사탕,당류,100,g,382,0.02,0.02,98.59,0
농축산물,설탕,당류,100,g,389,0,0,99.77,2
농축산물,각설탕,당류,100,g,394,0,0,100,0
농축산물,백설탕,당류,100,g,387,0,0.01,99.96,1
농축산물,빙설탕,당류,100,g,394,0.1,0,99.8,2
농축산물,황설탕,당류,100,g,386,0,0.01,99.81,1
농축산물,흑설탕,당류,100,g,379,0.12,0.01,97.88,4
농축산물,시럽,당류,100,g,260,0.04,0.06,67.04,12
농축산물,양갱,당류,100,g,298,3.37,0.14,73.44,2
농축산물,엿,당류,100,g,263,1.6,,69.7,6
농축산물,젤라틴,당류,100,g,381,7.8,0,90.5,466
농축산물,젤리,당류,100,g,344,7.5,0.42,77.53,5
농축산물,조청,당류,100,g,286,0.4,0.1,77.3,6
농축산물,땅콩 캐러멜,당류,100,g,479,9.36,21.51,61.98,138
농축산물,쿠키 캐러멜,당류,100,g,489,4.33,22.33,67.6,151
농축산물,초콜릿,당류,100,g,598,7.79,42.63,45.9,20
농축산물,땅콩 초콜릿,당류,100,g,519,13.1,33.5,49.7,41
농축산물,밀크 아몬드 초콜릿,당류,100,g,526,9,34.4,53.4,74
농축산물,밀크 초콜릿,당류,100,g,549,7.8,32.54,56.17,59
농축산물,스위트 초콜릿,당류,100,g,507,3.9,34.2,60.4,16
농축산물,크런치 초콜릿,당류,100,g,520,7.25,26.81,62.49,101
농축산물,화이트 초콜릿,당류,100,g,539,5.87,32.09,59.24,90
농축산물,캐러멜,당류,100,g,423,1.8,10.7,79.9,98
농축산물,포도당,당류,100,g,342,0,0,91,0
농축산물,바닐라 가루,당류,100,g,114,2.7,2.9,19.7,286
농축산물,푸딩,당류,100,g,116,5.7,5.5,14,69
농축산물,강낭콩,두류,100,g,172,8.8,0.86,32.38,0
농축산물,녹두,두류,100,g,352,24.51,1.52,60.15,1
농축산물,녹두 빈대떡,두류,100,g,347,20.7,1.2,63.4,723
농축산물,녹두 국수,두류,100,g,344,0.2,0.4,87.5,14
농축산물,녹두묵,두류,100,g,40,0.12,0.03,9.81,92
농축산물,대두,두류,100,g,413,38.68,15.86,30.45,1
농축산물,서리태,두류,100,g,436,41.72,16.72,31.27,4
농축산물,흑태,두류,100,g,407,36.1,15.37,32.45,3
농축산물,대풍,두류,100,g,405,34.36,13.83,36.94,0
농축산물,콩가루,두류,100,g,427,37,20.9,32.3,4
농축산물,두부,두류,100,g,97,9.62,4.63,3.75,1
농축산물,동두부,두류,100,g,496,50.5,34.1,4.2,440
농축산물,순두부,두류,100,g,44,6.85,1.35,0.69,4
농축산물,연두부,두류,100,g,50,4.66,2.51,1.93,55
농축산물,유부,두류,100,g,450,26.11,34.23,7.93,7
농축산물,비지,두류,100,g,74,3.5,1.5,11.7,5
농축산물,두유,두류,100,g,62,3.01,3.92,3.42,72
농축산물,검은콩,두류,100,g,86,3.21,3.77,9.87,77
농축산물,검은참깨,두류,100,g,77,3.4,3.15,8.76,65
농축산물,콩국물,두류,100,g,57,4.84,2.57,3.74,155
농축산물,콩조림,두류,100,g,271,19.3,4.2,39.1,"1,067"
농축산물,동부,두류,100,g,166,9.51,1.02,29.34,2
농축산물,리마콩,두류,100,g,306,21.9,1.8,60.8,0
농축산물,렌즈콩,두류,100,g,359,21.01,1.43,65.42,0
농축산물,렌틸콩,두류,100,g,359,22.22,1.68,63.63,0
농축산물,밤콩,두류,100,g,410,35,17.2,30.6,4
농축산물,병아리콩,두류,100,g,373,17.27,5.66,63.14,5
농축산물,완두 생것,두류,100,g,114,7.92,0.44,19.51,0
농축산물,완두 통조림,두류,100,g,82,3.6,0.4,19.7,330
농축산물,작두,두류,100,g,125,9,0.3,21.5,3
농축산물,잠두,두류,100,g,341,26.12,1.53,58.29,13
농축산물,쥐눈이콩,두류,100,g,403,37.32,14.61,30.59,2
농축산물,팥,두류,100,g,350,21.9,1,63.3,1
농축산물,앙금,두류,100,g,147,9.8,0.6,27.1,3
농축산물,팥빙수용 단팥,두류,100,g,206,4.51,0.22,45.63,26
농축산물,헤이즐넛,견과류 및 종실류,100,g,628,14.95,60.75,16.7,0
농축산물,개암,견과류 및 종실류,100,g,646,15.03,62.4,17.6,0
농축산물,도토리,견과류 및 종실류,100,g,230,4.4,3,46.7,
농축산물,도토리 국수,견과류 및 종실류,100,g,343,12.4,0.7,72.2,517
농축산물,도토리묵,견과류 및 종실류,100,g,47,0.33,0.11,11.23,76
농축산물,도토리묵 가루,견과류 및 종실류,100,g,366,1.7,1.23,87.09,5
농축산물,땅콩,견과류 및 종실류,100,g,567,28.5,46.24,19.91,4
농축산물,땅콩가루,견과류 및 종실류,100,g,560,28.43,43.11,24.62,4
농축산물,때죽,견과류 및 종실류,100,g,551,13.6,44.7,31.8,
농축산물,마름,견과류 및 종실류,100,g,183,5.8,0.5,40.6,5
농축산물,마카다미아,견과류 및 종실류,100,g,751,8.3,76.7,12.2,190
농축산물,머루씨,견과류 및 종실류,100,g,282,6.3,4.8,54,3
농축산물,밤,견과류 및 종실류,100,g,151,3.28,0.5,33.39,1
농축산물,단택,견과류 및 종실류,100,g,150,2.7,0.1,34.3,1
농축산물,대보,견과류 및 종실류,100,g,146,2.9,0.1,33.3,1
농축산물,옥광,견과류 및 종실류,100,g,147,2.9,0.1,33.5,1
농축산물,이평,견과류 및 종실류,100,g,157,3.5,0.1,35.4,2
농축산물,축파,견과류 및 종실류,100,g,141,2.8,0.1,32.1,1
농축산물,브라질너트,견과류 및 종실류,100,g,659,14.32,67.1,11.74,3
농축산물,삼씨,견과류 및 종실류,100,g,450,29.9,28.3,31.7,2
농축산물,수박씨,견과류 및 종실류,100,g,451,19.3,22.9,47.2,
농축산물,아마씨,견과류 및 종실류,100,g,540,21.8,43.3,30.4,70
농축산물,아몬드,견과류 및 종실류,100,g,581,23.44,49.96,20.09,6
농축산물,연씨,견과류 및 종실류,100,g,81,5.9,0.5,14.9,2
농축산물,은행,견과류 및 종실류,100,g,203,4.69,1.53,42.78,1
농축산물,잣,견과류 및 종실류,100,g,630,15.96,59.28,19.38,1
농축산물,잣두부,견과류 및 종실류,100,g,78,7.5,4.3,4,34
농축산물,잣죽,견과류 및 종실류,100,g,64,1.45,3.06,7.9,160
농축산물,참깨,견과류 및 종실류,100,g,556,25.41,45.31,21.77,4
농축산물,엿강정,견과류 및 종실류,100,g,538,15,32.9,45.4,81
농축산물,참깨 과자,견과류 및 종실류,100,g,538,15,32.9,45.4,81
농축산물,참깨죽,견과류 및 종실류,100,g,38,1,1.2,5.9,120
농축산물,치아씨,견과류 및 종실류,100,g,486,16.54,30.74,42.12,16
농축산물,캐슈넛,견과류 및 종실류,100,g,581,16.84,47.77,30.16,308
농축산물,코코넛,견과류 및 종실류,100,g,660,6.88,64.53,23.65,37
농축산물,코코넛밀크,견과류 및 종실류,100,g,230,2.29,23.84,5.54,15
농축산물,코코넛수,견과류 및 종실류,100,g,19,0.72,0.2,3.71,105
농축산물,피스타치오,견과류 및 종실류,100,g,560,20.16,45.32,27.17,1
농축산물,피칸,견과류 및 종실류,100,g,691,9.17,71.97,13.86,0
농축산물,해바라기씨,견과류 및 종실류,100,g,589,21.93,52.26,18.58,2
농축산물,호두,견과류 및 종실류,100,g,688,15.47,71.99,7.92,3
농축산물,호박씨,견과류 및 종실류,100,g,548,35.35,48.18,5.34,6
농축산물,가시오갈피,채소류,100,g,76,5.67,0.7,15.87,1
농축산물,가지,채소류,100,g,19,1.13,0.03,4.36,0
농축산물,갓,채소류,100,g,36,3.5,0.2,7.3,33
농축산물,개비름,채소류,100,g,23,2.72,0.29,3.96,65
농축산물,"갯기름나물, 생것",채소류,100,g,47,3.71,0.41,9.67,5
농축산물,노지,채소류,100,g,53,4.17,0.52,10.92,2
농축산물,"갯기름나물, 하우스, 생것",채소류,100,g,50,3.12,0.44,10.75,9
농축산물,갯기름나물,채소류,100,g,47,4.28,0.69,8.61,4
농축산물,세발나물,채소류,100,g,23,2.29,0.28,4.2,249
농축산물,칠면초,채소류,100,g,27,2.7,0.3,5,673
농축산물,"갯나물, 퉁퉁마디(함초), 노지, 생것",채소류,100,g,19,1.4,0.15,3.97,"1,409"
농축산물,"갯나물, 퉁퉁마디(함초), 하우스, 생것",채소류,100,g,19,1.34,0.15,4.13,"1,573"
농축산물,갯나물,채소류,100,g,262,9.28,6.14,52.6,"7,935"
농축산물,게걸무,채소류,100,g,59,2.3,0.1,13.6,18
농축산물,게걸무 잎,채소류,100,g,23,2.7,0.2,4.2,24
농축산물,경수채,채소류,100,g,26,1.68,0.24,5.57,40
농축산물,고구마 잎,채소류,100,g,47,3.92,0.44,7.34,0
농축산물,고구마 줄기,채소류,100,g,18,0.76,0.02,3.63,1
농축산물,이고들빼기,채소류,100,g,39,2.5,0.4,8.2,57
농축산물,고려엉겅퀴,채소류,100,g,32,3.47,1.38,3.29,0
농축산물,곤드레,채소류,100,g,275,20.5,3.9,53.9,
농축산물,고비,채소류,100,g,28,2.1,0.1,6.2,6
농축산물,고사리,채소류,100,g,22,2.9,0.17,3.8,0
농축산물,고수,채소류,100,g,33,4.6,0.2,5.6,5
농축산물,고추 싹,채소류,100,g,21,2.6,0.1,3.8,
농축산물,시레나,채소류,100,g,19,1,0.1,4.4,3
농축산물,고추,채소류,100,g,29,1.71,0.19,6.42,1
농축산물,풋고추,채소류,100,g,26,1.2,0.2,6,0
농축산물,꽈리고추,채소류,100,g,33,1.83,0.13,7.78,2
농축산물,오이고추,채소류,100,g,23,0.99,0.12,5.51,1
농축산물,청양고추,채소류,100,g,31,1.53,0.3,7.01,1
농축산물,고추장아찌,채소류,100,g,124,2.39,0.63,31.49,"2,026"
농축산물,고춧잎 생것,채소류,100,g,45,5.07,0.32,8.49,4
농축산물,고추냉이 뿌리,채소류,100,g,103,2.9,0.5,23.7,1
농축산물,고추냉이 잎,채소류,100,g,36,3.7,0.5,6.3,
농축산물,고추냉이 줄기,채소류,100,g,24,0.9,0.2,5.6,
농축산물,곤달비,채소류,100,g,42,1.8,0.5,9.4,2
농축산물,공심채,채소류,100,g,17,2.2,0.1,3.1,26
농축산물,국화꽃,채소류,100,g,25,1.4,0,6.5,2
농축산물,근대,채소류,100,g,18,1.78,0.2,3.28,173
농축산물,갓김치,채소류,100,g,37,3.26,0.4,7.07,720
농축산물,고들빼기,채소류,100,g,88,4.1,2.7,11.9,"2,231"
농축산물,깍두기,채소류,100,g,38,1.43,0.19,7.54,501
농축산물,나박 김치,채소류,100,g,7,0.34,0.07,1.27,421
농축산물,동치미,채소류,100,g,8,0.33,0.01,1.77,533
농축산물,배추 김치,채소류,100,g,38,1.97,0.57,6.24,593
농축산물,꿀풀,채소류,100,g,48,1.6,0.2,11.9,3
농축산물,날개콩,채소류,100,g,36,1.9,0.2,6.5,
농축산물,냉이,채소류,100,g,41,4.23,0.27,8.06,5
농축산물,누리장나무잎,채소류,100,g,65,4.5,1,12.7,
농축산물,는쟁이냉이,채소류,100,g,28,2.5,0.3,5.4,
농축산물,달래,채소류,100,g,28,1.9,0.22,6.1,7
농축산물,당귀,채소류,100,g,43,3.2,0.4,8.8,3
농축산물,당근,채소류,100,g,31,1.02,0.13,7.03,23
농축산물,죽순,채소류,100,g,24,3.48,0.22,3.77,0
농축산물,더덕 뿌리,채소류,100,g,89,1.91,0.13,21.52,1
농축산물,도라지,채소류,100,g,56,1.7,0.11,13.08,3
농축산물,돌나물,채소류,100,g,15,1.19,0.08,3.23,0
농축산물,동아,채소류,100,g,15,0.5,0.1,3.8,1
농축산물,두릅 땅두릅 ,채소류,100,g,25,2.4,0.22,4.79,2
농축산물,두릅 참두릅,채소류,100,g,33,4.13,0.22,5.89,1
농축산물,둥굴레 잎 ,채소류,100,g,52,3.4,0.2,11.7,9
농축산물,들깨,채소류,100,g,17,1.7,0.1,2.5,
농축산물,들깻잎,채소류,100,g,47,4.46,0.5,8.89,1
농축산물,들깻잎장아찌,채소류,100,g,124,4.03,0.42,26,"1,809"
농축산물,"루꼴라, 생것",채소류,100,g,26,3.17,0.43,4.2,13
농축산물,리크,채소류,100,g,54,1.8,0.3,13.2,4
농축산물,마늘,채소류,100,g,128,7.45,0.16,26.42,3
농축산물,마늘 장아찌,채소류,100,g,113,2.43,0.16,25.36,"1,127"
농축산물,마늘종,채소류,100,g,53,1.86,0.06,13.39,1
농축산물,마늘종 장아찌,채소류,100,g,118,1.96,0.14,27.34,"1,410"
농축산물,풋마늘,채소류,100,g,29,1.9,0.17,7.33,2
농축산물,"마타리, 생것",채소류,100,g,45,2.1,0.1,10.9,
농축산물,"머위, 생것",채소류,100,g,17,2.31,0.14,2.74,2
농축산물,머위,채소류,100,g,25,2.17,0.41,4.42,2
농축산물,메밀,채소류,100,g,24,1.9,1.2,1.9,4
농축산물,모시풀,채소류,100,g,64,6.61,0.71,11.85,3
농축산물,무,채소류,100,g,15,0.5,0.1,4.1,19
농축산물,무순,채소류,100,g,20,1.89,1.01,1.82,15
농축산물,무말랭이,채소류,100,g,318,13.59,0.3,65.34,303
농축산물,미나리,채소류,100,g,21,2.2,0.2,3.8,18
농축산물,민들레,채소류,100,g,29,2.44,0.44,5.48,1
농축산물,바젤라,채소류,100,g,11,0.7,0.2,2.6,9
농축산물,바질,채소류,100,g,32,2.43,0.71,5.56,3
농축산물,박,채소류,100,g,21,0.5,0.1,5.2,6
농축산물,박고지,채소류,100,g,268,7.6,0.4,69,14
농축산물,박쥐나무 잎,채소류,100,g,100,6.7,1.2,20.7,27
농축산물,방가지똥,채소류,100,g,46,2.5,0.4,10.3,5
농축산물,방울다다기양배추,채소류,100,g,49,3.28,0.16,11.17,25
농축산물,배암차즈기,채소류,100,g,25,1.73,0.62,4.5,7
농축산물,배초향 잎,채소류,100,g,55,4.87,0.46,11.13,2
농축산물,배추,채소류,100,g,63,3.4,4.3,5.3,8
농축산물,배추 시래기,채소류,100,g,278,14.38,3.89,58.92,153
농축산물,배추 봄동,채소류,100,g,23,2.02,0.17,4.78,50
농축산물,배추 얼갈이배추,채소류,100,g,14,1.22,0.08,2.78,54
농축산물,백모근,채소류,100,g,337,9,2,77,115
농축산물,백합 뿌리,채소류,100,g,118,3.34,1.52,24.91,2
농축산물,보리,채소류,100,g,314,26.6,4.8,58.5,282
농축산물,부지갱이,채소류,100,g,30,3.65,0.43,4.9,15
농축산물,부추,채소류,100,g,46,1.2,0.1,11.9,2
농축산물,브로콜리,채소류,100,g,32,3.08,0.2,6.32,3
농축산물,비타민채,채소류,100,g,14,2.1,0.2,2,17
농축산물,비트,채소류,100,g,26,1.56,0.14,5.26,83
농축산물,사탕무,채소류,100,g,77,1.8,0,18.7,61
농축산물,사탕수수,채소류,100,g,77,1.1,0,20.9,10
농축산물,산마늘,채소류,100,g,36,2.02,0.21,8.21,0
농축산물,삼나물,채소류,100,g,293,22.8,2.2,61.3,
농축산물,삼채,채소류,100,g,49,0.77,0.04,12.15,15
농축산물,상추,채소류,100,g,20,1.88,0.36,3.48,17
농축산물,생강,채소류,100,g,42,0.97,0.15,9.82,4
농축산물,선인장,채소류,100,g,83,0.97,0.19,19.35,23
농축산물,섬초롱,채소류,100,g,41,3,0.4,8.5,2
농축산물,셀러리,채소류,100,g,17,1.04,0.07,3.95,70
농축산물,쇠귀나물,채소류,100,g,128,6.3,0.1,26.6,3
농축산물,숙주나물,채소류,100,g,13,1.73,0.05,2.34,4
농축산물,순무,채소류,100,g,27,1.5,0.09,5.65,59
농축산물,스테비아,채소류,100,g,40,2.4,0.32,8.71,1
