DB군,식품명,식품상세분류,1회제공량,내용량_단위,에너지(kcal),단백질(g),지방(g),탄수화물(g),나트륨(mg)
농축산물,마요네즈,조미료류,100,g,682,0.95,72.56,6.39,482
농축산물,맛술,조미료류,100,g,146,0.3,0.3,35.5,32
농축산물,미소,조미료류,100,g,187,11.71,6.03,21.84,"4,616"
농축산물,민트,조미료류,100,g,294,17.5,6.1,56.2,28
농축산물,바비큐 소스,조미료류,100,g,143,1.38,0.54,33.08,"1,568"
농축산물,뽕잎,조미료류,100,g,275,24.2,2.7,54.2,60
농축산물,사프란,조미료류,100,g,310,11.43,5.85,65.37,148
농축산물,산초 가루,조미료류,100,g,302,9.66,4.01,68.57,7
농축산물,생강 페이스트,조미료류,100,g,41,0.7,0.6,8.6,580
농축산물,생강 가루,조미료류,100,g,367,12.55,3.29,71.74,32
농축산물,소금,조미료류,100,g,0,0,0,0,"33,597"
농축산물,죽염,조미료류,100,g,0,0.01,0.01,0,"38,330"
농축산물,굵은소금,조미료류,100,g,0,0,0,0,"32,220"
농축산물,천일염,조미료류,100,g,20,0.03,0,4.95,"33,811"
농축산물,꽃소금,조미료류,100,g,21,0,0,5.3,"40,626"
농축산물,소불고기 양념,조미료류,100,g,181,2.17,0.01,42.98,"1,964"
농축산물,"스파게티 소스, 토마토, 병조림",조미료류,100,g,81,1.52,2.4,13.43,585
농축산물,식초,조미료류,100,g,10,1.62,0,0.9,2
농축산물,발사믹 식초,조미료류,100,g,88,0.49,0,17.03,23
농축산물,배식초,조미료류,100,g,43,0.2,0,10.5,20
농축산물,사과식초,조미료류,100,g,11,0,0,2.7,2
농축산물,양조식초,조미료류,100,g,1,0.02,0,0.34,1
농축산물,포도식초,조미료류,100,g,22,0.1,0,1.2,4
농축산물,현미식초,조미료류,100,g,17,0.1,0.01,4.18,2
농축산물,쌈장,조미료류,100,g,240,9.88,4.81,39.18,"2,619"
농축산물,양파 가루,조미료류,100,g,363,8.8,1.1,79.8,52
농축산물,오레가노,조미료류,100,g,265,9,4.28,68.92,25
농축산물,올스파이스,조미료류,100,g,364,5.6,5.6,75.2,53
농축산물,우스터 소스,조미료류,100,g,77,0,0,19.17,"1,300"
농축산물,월계수 잎,조미료류,100,g,313,7.61,8.36,74.97,23
농축산물,육두구,조미료류,100,g,520,5.7,38.5,47.5,15
농축산물,정향,조미료류,100,g,398,7.2,13.6,66.4,280
농축산물,멸치 다시다,조미료류,100,g,211,14.12,2.81,32.37,"14,404"
농축산물,쇠고기 다시다,조미료류,100,g,257,5.86,4.09,49.11,"15,836"
농축산물,다시다,조미료류,100,g,77,6.19,0,13.02,"6,166"
농축산물,짜장 가루,조미료류,100,g,351,10.51,4.33,67.42,"5,251"
농축산물,짜장 소스,조미료류,100,g,93,2.42,3.22,13.5,539
농축산물,춘장,조미료류,100,g,206,11.8,4.16,30.46,"3,399"
농축산물,청국장,조미료류,100,g,108,10.2,0.8,14.9,961
농축산물,청국장 찌개용,조미료류,100,g,136,10.93,5.88,10.42,"3,083"
농축산물,초고추장,조미료류,100,g,211,3.79,1.17,53.78,"1,962"
농축산물,칠리 소스,조미료류,100,g,112,1.8,0.1,26.3,"1,200"
농축산물,칠리 가루,조미료류,100,g,374,15,8.2,60.1,"2,500"
농축산물,카레 가루,조미료류,100,g,425,8.38,18.69,55.76,"4,059"
농축산물,카레 소스,조미료류,100,g,72,2.47,1.89,11.39,482
농축산물,코리아타임,조미료류,100,g,378,1.4,6.2,79.2,76
농축산물,타라곤,조미료류,100,g,295,22.77,7.24,50.22,62
농축산물,타임,조미료류,100,g,342,6.5,5.2,69.8,13
농축산물,템페,조미료류,100,g,192,20.29,10.8,7.64,9
농축산물,토마토 소스,조미료류,100,g,41,2,0.2,8.5,240
농축산물,토마토 케첩,조미료류,100,g,135,1.78,0.08,31.73,"1,063"
농축산물,파슬리,조미료류,100,g,292,26.63,5.48,50.64,452
농축산물,파프리카 가루,조미료류,100,g,385,15.5,11.6,55.6,60
농축산물,페퍼민트,조미료류,100,g,70,3.75,0.94,14.89,31
농축산물,포크커틀릿 소스,조미료류,100,g,133,0.6,0.02,32.54,"1,713"
농축산물,핫 소스,조미료류,100,g,47,1.44,0.63,8.8,989
농축산물,후추,조미료류,100,g,362,12.87,5,66.33,6
농축산물,홍삼,기타,100,g,309,13.02,1.24,68.25,45
농축산물,홍삼 추출액,기타,100,g,15,0.33,0.01,3.32,2
농축산물,장수풍뎅이 유충,기타,100,g,502,44.62,27.21,19.55,40
농축산물,치자꽃,기타,100,g,66,1.3,0.1,14.9,8
농축산물,베이킹파우더,기타,100,g,51,0.1,0,24.1,"7,893"
농축산물,효모,기타,100,g,307,37.1,6.8,43.1,120
농축산물,프로폴리스,기타,100,g,642,0.5,50.3,46.9,19
농축산물,흰점박이 꽃무지,기타,100,g,122,15.78,5.2,2.9,42
